id,value
258,0.95991
264,0.95991
267,0.95991
291,0.95991
307,0.95991
326,0.95991
351,0.95991
370,0.95991
375,0.95991
387,0.95991
423,0.95991
434,0.95991
443,0.95991
448,0.95991
449,0.95991
452,0.95991
499,0.95991
514,0.95991
538,0.95991
551,0.95991
568,0.95991
590,0.95991
698,0.95991
719,0.95991
723,0.95991
734,0.95991
751,0.95991
756,0.95991
757,0.95991
780,0.95991
810,0.95991
834,0.95991
853,0.95991
858,0.95991
911,0.95991
935,0.95991
992,0.95991
1013,0.95991
1023,0.95991
1045,0.95991
1049,0.95991
1055,0.95991
1056,0.95991
1058,0.95991
1065,0.95991
1076,0.95991
1085,0.95991
1103,0.95991
1106,0.95991
1146,0.95991
1155,0.95991
1192,0.95991
1206,0.95991
1226,0.95991
1261,0.95991
1267,0.95991
1270,0.95991
1387,0.95991
1479,0.95991
1487,0.95991
1492,0.95991
1499,0.95991
1506,0.95991
1535,0.95991
1536,0.95991
1597,0.95991
1599,0.95991
1676,0.95991
1684,0.95991
1692,0.95991
1697,0.95991
1755,0.95991
1876,0.95991
1898,0.95991
1902,0.95991
1907,0.95991
1917,0.95991
1930,0.95991
2067,0.95991
2105,0.95991
2108,0.95991
2162,0.95991
2184,0.95991
2210,0.95991
2226,0.95991
2230,0.95991
2232,0.95991
2245,0.95991
2307,0.95991
2317,0.95991
2328,0.95991
2433,0.95991
2463,0.95991
2529,0.95991
2578,0.95991
2606,0.95991
2641,0.95991
2710,0.95991
2713,0.95991
2797,0.95991
2865,0.95991
2896,0.95991
2900,0.95991
2904,0.95991
3000,0.95991
3013,0.95991
3018,0.95991
3048,0.95991
3068,0.95991
3102,0.95991
3113,0.95991
3127,0.95991
3153,0.95991
3181,0.95991
3205,0.95991
3211,0.95991
3230,0.95991
3261,0.95991
3405,0.95991
3408,0.95991
3462,0.95991
3466,0.95991
3500,0.95991
3501,0.95991
3556,0.95991
3596,0.95991
3688,0.95991
3711,0.95991
3763,0.95991
3776,0.95991
3785,0.95991
3788,0.95991
3791,0.95991
3792,0.95991
3841,0.95991
3873,0.95991
3943,0.95991
4000,0.95991
4007,0.95991
4058,0.95991
4153,0.95991
4159,0.95991
4206,0.95991
4239,0.95991
4282,0.95991
4314,0.95991
4359,0.95991
4473,0.95991
4542,0.95991
4638,0.95991
4649,0.95991
4655,0.95991
4657,0.95991
4784,0.95991
4842,0.95991
4861,0.95991
4918,0.95991
4925,0.95991
5028,0.95991
5030,0.95991
5174,0.95991
5211,0.95991
5236,0.95991
5279,0.95991
5431,0.95991
5439,0.95991
5512,0.95991
5556,0.95991
5611,0.95991
5618,0.95991
5621,0.95991
5749,0.95991
5779,0.95991
5815,0.95991
5817,0.95991
5856,0.95991
5861,0.95991
5866,0.95991
5868,0.95991
5981,0.95991
6065,0.95991
6077,0.95991
6081,0.95991
6181,0.95991
6185,0.95991
6190,0.95991
6345,0.95991
6362,0.95991
6492,0.95991
6498,0.95991
6546,0.95991
6559,0.95991
6628,0.95991
6634,0.95991
6636,0.95991
6719,0.95991
6721,0.95991
6737,0.95991
6747,0.95991
6787,0.95991
6817,0.95991
6848,0.95991
6866,0.95991
6930,0.95991
6988,0.95991
7117,0.95991
7124,0.95991
7129,0.95991
7203,0.95991
7234,0.95991
7291,0.95991
7414,0.95991
7472,0.95991
7531,0.95991
7650,0.95991
7657,0.95991
7663,0.95991
7728,0.95991
7739,0.95991
7766,0.95991
7768,0.95991
7790,0.95991
7861,0.95991
7865,0.95991
7874,0.95991
7884,0.95991
7886,0.95991
7893,0.95991
7899,0.95991
7985,0.95991
8006,0.95991
8015,0.95991
8021,0.95991
8160,0.95991
8177,0.95991
8192,0.95991
8193,0.95991
8195,0.95991
8199,0.95991
8202,0.95991
8225,0.95991
8348,0.95991
8384,0.95991
8404,0.95991
8452,0.95991
8511,0.95991
8543,0.95991
8562,0.95991
8563,0.95991
8564,0.95991
8608,0.95991
8610,0.95991
8636,0.95991
8657,0.95991
8671,0.95991
8678,0.95991
8737,0.95991
8776,0.95991
8853,0.95991
8855,0.95991
8888,0.95991
8952,0.95991
8988,0.95991
8989,0.95991
8991,0.95991
9003,0.95991
9006,0.95991
9238,0.95991
9264,0.95991
9359,0.95991
9360,0.95991
9381,0.95991
9406,0.95991
9414,0.95991
9441,0.95991
9461,0.95991
9490,0.95991
9623,0.95991
9741,0.95991
9777,0.95991
9780,0.95991
9781,0.95991
9820,0.95991
9887,0.95991
9889,0.95991
9948,0.95991
9956,0.95991
9973,0.95991
10001,0.95991
10013,0.95991
10039,0.95991
10040,0.95991
10066,0.95991
10104,0.95991
10140,0.95991
10162,0.95991
10171,0.95991
10180,0.95991
10191,0.95991
10199,0.95991
10267,0.95991
10268,0.95991
10335,0.95991
10411,0.95991
10471,0.95991
10477,0.95991
10592,0.95991
10602,0.95991
10607,0.95991
10639,0.95991
10678,0.95991
10707,0.95991
10728,0.95991
10731,0.95991
10733,0.95991
10743,0.95991
10756,0.95991
10771,0.95991
10785,0.95991
10791,0.95991
10876,0.95991
10904,0.95991
10935,0.95991
10955,0.95991
11043,0.95991
11136,0.95991
11137,0.95991
11142,0.95991
11154,0.95991
11176,0.95991
11242,0.95991
11245,0.95991
11247,0.95991
11287,0.95991
11488,0.95991
11525,0.95991
11584,0.95991
11589,0.95991
11598,0.95991
11603,0.95991
11668,0.95991
11674,0.95991
11738,0.95991
11744,0.95991
11752,0.95991
11775,0.95991
11781,0.95991
11804,0.95991
11813,0.95991
11843,0.95991
11854,0.95991
11930,0.95991
12005,0.95991
12055,0.95991
12080,0.95991
12163,0.95991
12170,0.95991
12175,0.95991
12235,0.95991
12243,0.95991
12282,0.95991
12314,0.95991
12354,0.95991
12370,0.95991
12377,0.95991
12392,0.95991
12411,0.95991
12416,0.95991
12418,0.95991
12445,0.95991
12466,0.95991
12470,0.95991
12476,0.95991
12491,0.95991
12502,0.95991
12542,0.95991
12578,0.95991
12646,0.95991
12657,0.95991
12661,0.95991
12687,0.95991
12731,0.95991
12733,0.95991
12788,0.95991
12822,0.95991
12850,0.95991
12904,0.95991
12906,0.95991
12945,0.95991
12961,0.95991
12967,0.95991
12979,0.95991
13035,0.95991
13038,0.95991
13120,0.95991
13157,0.95991
13168,0.95991
13176,0.95991
13200,0.95991
13218,0.95991
13245,0.95991
13259,0.95991
13263,0.95991
13282,0.95991
13290,0.95991
13300,0.95991
13375,0.95991
13384,0.95991
13385,0.95991
13396,0.95991
13450,0.95991
13464,0.95991
13465,0.95991
13471,0.95991
13479,0.95991
13525,0.95991
13541,0.95991
13604,0.95991
13642,0.95991
13730,0.95991
13789,0.95991
13814,0.95991
13825,0.95991
13855,0.95991
13881,0.95991
13884,0.95991
13888,0.95991
14035,0.95991
14044,0.95991
14086,0.95991
14118,0.95991
14120,0.95991
14129,0.95991
14146,0.95991
14151,0.95991
14156,0.95991
14158,0.95991
14173,0.95991
14198,0.95991
14294,0.95991
14324,0.95991
14326,0.95991
14339,0.95991
14341,0.95991
14357,0.95991
14376,0.95991
14378,0.95991
14394,0.95991
14407,0.95991
14416,0.95991
14442,0.95991
14448,0.95991
14472,0.95991
14512,0.95991
14525,0.95991
14527,0.95991
14537,0.95991
14545,0.95991
14566,0.95991
14579,0.95991
14598,0.95991
14625,0.95991
14646,0.95991
14651,0.95991
14657,0.95991
14664,0.95991
14689,0.95991
14692,0.95991
14694,0.95991
14696,0.95991
14743,0.95991
14774,0.95991
14807,0.95991
14810,0.95991
14811,0.95991
14824,0.95991
14830,0.95991
14855,0.95991
14908,0.95991
14922,0.95991
14955,0.95991
14971,0.95991
14972,0.95991
14986,0.95991
14993,0.95991
15027,0.95991
15029,0.95991
15055,0.95991
15076,0.95991
15118,0.95991
15140,0.95991
15143,0.95991
15167,0.95991
15179,0.95991
15217,0.95991
15238,0.95991
15296,0.95991
15297,0.95991
15324,0.95991
15346,0.95991
15351,0.95991
15364,0.95991
15403,0.95991
15404,0.95991
15413,0.95991
15492,0.95991
15499,0.95991
15502,0.95991
15514,0.95991
15515,0.95991
15550,0.95991
15552,0.95991
15559,0.95991
15582,0.95991
15586,0.95991
15613,0.95991
15632,0.95991
15681,0.95991
15705,0.95991
15724,0.95991
15738,0.95991
15743,0.95991
15768,0.95991
15780,0.95991
15801,0.95991
15802,0.95991
15832,0.95991
15835,0.95991
15839,0.95991
15850,0.95991
15872,0.95991
15876,0.95991
15877,0.95991
15895,0.95991
15905,0.95991
15996,0.95991
16007,0.95991
16043,0.95991
16065,0.95991
16075,0.95991
16087,0.95991
16100,0.95991
16109,0.95991
16141,0.95991
16154,0.95991
16164,0.95991
16181,0.95991
16186,0.95991
16188,0.95991
16207,0.95991
16215,0.95991
16250,0.95991
16253,0.95991
16277,0.95991
16310,0.95991
16344,0.95991
16358,0.95991
16365,0.95991
16393,0.95991
16405,0.95991
16415,0.95991
16416,0.95991
16451,0.95991
16461,0.95991
16492,0.95991
16503,0.95991
16526,0.95991
16531,0.95991
16549,0.95991
16569,0.95991
16573,0.95991
16577,0.95991
16597,0.95991
16634,0.95991
16651,0.95991
16653,0.95991
16671,0.95991
16691,0.95991
16700,0.95991
16710,0.95991
16725,0.95991
16733,0.95991
16739,0.95991
16741,0.95991
16749,0.95991
16750,0.95991
16754,0.95991
16772,0.95991
16796,0.95991
16797,0.95991
16809,0.95991
16818,0.95991
16829,0.95991
16833,0.95991
16853,0.95991
16857,0.95991
16860,0.95991
16901,0.95991
16908,0.95991
16911,0.95991
16916,0.95991
16937,0.95991
16938,0.95991
16943,0.95991
16946,0.95991
16948,0.95991
16953,0.95991
16957,0.95991
16960,0.95991
16961,0.95991
16969,0.95991
16972,0.95991
16981,0.95991
16999,0.95991
17002,0.95991
17004,0.95991
17007,0.95991
17008,0.95991
17015,0.95991
17018,0.95991
17032,0.95991
17041,0.95991
17076,0.95991
17080,0.95991
17094,0.95991
17116,0.95991
17120,0.95991
17126,0.95991
17127,0.95991
17143,0.95991
17149,0.95991
17154,0.95991
17160,0.95991
17168,0.95991
17204,0.95991
17228,0.95991
17233,0.95991
17240,0.95991
17243,0.95991
17245,0.95991
17267,0.95991
17268,0.95991
17272,0.95991
17289,0.95991
17316,0.95991
17320,0.95991
17337,0.95991
17358,0.95991
17360,0.95991
17367,0.95991
17414,0.95991
17424,0.95991
17427,0.95991
17450,0.95991
17474,0.95991
17493,0.95991
17500,0.95991
17509,0.95991
17527,0.95991
17534,0.95991
17536,0.95991
17543,0.95991
17582,0.95991
17621,0.95991
17670,0.95991
17702,0.95991
17719,0.95991
17728,0.95991
17765,0.95991
17796,0.95991
17830,0.95991
17850,0.95991
17890,0.95991
17901,0.95991
17926,0.95991
17940,0.95991
17947,0.95991
17951,0.95991
17958,0.95991
17991,0.95991
18001,0.95991
18019,0.95991
18022,0.95991
18058,0.95991
18093,0.95991
18121,0.95991
18143,0.95991
18164,0.95991
18171,0.95991
18172,0.95991
18214,0.95991
18223,0.95991
18251,0.95991
18265,0.95991
18267,0.95991
18268,0.95991
18280,0.95991
18281,0.95991
18285,0.95991
18292,0.95991
18310,0.95991
18322,0.95991
18324,0.95991
18331,0.95991
18333,0.95991
18342,0.95991
18356,0.95991
18357,0.95991
18395,0.95991
18404,0.95991
18415,0.95991
18430,0.95991
18440,0.95991
18444,0.95991
18452,0.95991
18455,0.95991
18456,0.95991
18459,0.95991
18477,0.95991
18503,0.95991
18521,0.95991
18575,0.95991
18576,0.95991
18579,0.95991
18616,0.95991
18621,0.95991
18630,0.95991
18644,0.95991
18657,0.95991
18677,0.95991
18698,0.95991
18705,0.95991
208,0.95541
376,0.95541
630,0.95541
670,0.95541
766,0.95541
1354,0.95541
1366,0.95541
1409,0.95541
1756,0.95541
2013,0.95541
2301,0.95541
2350,0.95541
2391,0.95541
3118,0.95541
3824,0.95541
3852,0.95541
3933,0.95541
4015,0.95541
4126,0.95541
4840,0.95541
4893,0.95541
5007,0.95541
5141,0.95541
5217,0.95541
5475,0.95541
5476,0.95541
5631,0.95541
5787,0.95541
6176,0.95541
6202,0.95541
6214,0.95541
6436,0.95541
6681,0.95541
6864,0.95541
7060,0.95541
7201,0.95541
7359,0.95541
7387,0.95541
7720,0.95541
7726,0.95541
7788,0.95541
7809,0.95541
7988,0.95541
8252,0.95541
8329,0.95541
8536,0.95541
8685,0.95541
8792,0.95541
9313,0.95541
9435,0.95541
9552,0.95541
9656,0.95541
9677,0.95541
10622,0.95541
10882,0.95541
10957,0.95541
11071,0.95541
11280,0.95541
11295,0.95541
11296,0.95541
11756,0.95541
11787,0.95541
12586,0.95541
13588,0.95541
13978,0.95541
14315,0.95541
14336,0.95541
14731,0.95541
14765,0.95541
14965,0.95541
14970,0.95541
17727,0.95541
17984,0.95541
18232,0.95541
18239,0.95541
725,0.95197
866,0.95197
956,0.95197
961,0.95197
1616,0.95197
1672,0.95197
1685,0.95197
1833,0.95197
1933,0.95197
2011,0.95197
2595,0.95197
2818,0.95197
2857,0.95197
2907,0.95197
3008,0.95197
4185,0.95197
4673,0.95197
4765,0.95197
4791,0.95197
4890,0.95197
5142,0.95197
5244,0.95197
5328,0.95197
5420,0.95197
5636,0.95197
5999,0.95197
6106,0.95197
6115,0.95197
6140,0.95197
6255,0.95197
6308,0.95197
6314,0.95197
6650,0.95197
6680,0.95197
6766,0.95197
6986,0.95197
7097,0.95197
7354,0.95197
7509,0.95197
7516,0.95197
7925,0.95197
8151,0.95197
8153,0.95197
8203,0.95197
8241,0.95197
8288,0.95197
8342,0.95197
8401,0.95197
8483,0.95197
8794,0.95197
8805,0.95197
8878,0.95197
9069,0.95197
9392,0.95197
9499,0.95197
9577,0.95197
10095,0.95197
10099,0.95197
10437,0.95197
10440,0.95197
10540,0.95197
10585,0.95197
10665,0.95197
10711,0.95197
10943,0.95197
11124,0.95197
11167,0.95197
11767,0.95197
11772,0.95197
11850,0.95197
11981,0.95197
12345,0.95197
12492,0.95197
12866,0.95197
12874,0.95197
12953,0.95197
12982,0.95197
13145,0.95197
13194,0.95197
13598,0.95197
13650,0.95197
13918,0.95197
16102,0.95197
17561,0.95197
17864,0.95197
18470,0.95197
18506,0.95197
18542,0.95197
218,0.93985
1051,0.93985
1251,0.93985
1323,0.93985
1632,0.93985
1729,0.93985
1733,0.93985
1820,0.93985
1822,0.93985
2377,0.93985
2574,0.93985
3021,0.93985
3085,0.93985
3204,0.93985
3553,0.93985
3891,0.93985
4023,0.93985
4035,0.93985
4072,0.93985
4450,0.93985
4523,0.93985
4600,0.93985
5043,0.93985
5153,0.93985
5667,0.93985
5674,0.93985
5936,0.93985
6207,0.93985
6244,0.93985
6677,0.93985
6684,0.93985
7224,0.93985
7434,0.93985
7715,0.93985
7959,0.93985
7968,0.93985
8051,0.93985
8337,0.93985
8508,0.93985
8759,0.93985
8892,0.93985
8947,0.93985
9017,0.93985
9088,0.93985
9211,0.93985
9629,0.93985
9882,0.93985
9932,0.93985
9990,0.93985
10144,0.93985
10691,0.93985
10766,0.93985
11030,0.93985
11659,0.93985
11743,0.93985
11970,0.93985
12071,0.93985
12279,0.93985
12424,0.93985
12458,0.93985
12516,0.93985
13081,0.93985
13102,0.93985
13206,0.93985
13405,0.93985
13627,0.93985
13775,0.93985
14611,0.93985
14862,0.93985
15270,0.93985
17134,0.93985
17517,0.93985
18145,0.93985
585,0.93786
746,0.93786
955,0.93786
1294,0.93786
1392,0.93786
1446,0.93786
1494,0.93786
1539,0.93786
1567,0.93786
1752,0.93786
1764,0.93786
1938,0.93786
1956,0.93786
2022,0.93786
2124,0.93786
2178,0.93786
2258,0.93786
2269,0.93786
2274,0.93786
2489,0.93786
2598,0.93786
2664,0.93786
2751,0.93786
2780,0.93786
2821,0.93786
2832,0.93786
2923,0.93786
3067,0.93786
3164,0.93786
3216,0.93786
3449,0.93786
3537,0.93786
3638,0.93786
3773,0.93786
3935,0.93786
4027,0.93786
4133,0.93786
4416,0.93786
4498,0.93786
4983,0.93786
5022,0.93786
5049,0.93786
5061,0.93786
5289,0.93786
5294,0.93786
5332,0.93786
5511,0.93786
5566,0.93786
5823,0.93786
5839,0.93786
5969,0.93786
6297,0.93786
6444,0.93786
6651,0.93786
6702,0.93786
6758,0.93786
6995,0.93786
7001,0.93786
7007,0.93786
7241,0.93786
7401,0.93786
7454,0.93786
7542,0.93786
7723,0.93786
8278,0.93786
8292,0.93786
8504,0.93786
8640,0.93786
8675,0.93786
9259,0.93786
9468,0.93786
9568,0.93786
9592,0.93786
9649,0.93786
9848,0.93786
9879,0.93786
9883,0.93786
9946,0.93786
10029,0.93786
10220,0.93786
10253,0.93786
10338,0.93786
10346,0.93786
10427,0.93786
10458,0.93786
10499,0.93786
10548,0.93786
10580,0.93786
10874,0.93786
10880,0.93786
10996,0.93786
11320,0.93786
11327,0.93786
11526,0.93786
11527,0.93786
11611,0.93786
11742,0.93786
11877,0.93786
11896,0.93786
12401,0.93786
12442,0.93786
12547,0.93786
12597,0.93786
12689,0.93786
12932,0.93786
13021,0.93786
13042,0.93786
13136,0.93786
13237,0.93786
13430,0.93786
13602,0.93786
13893,0.93786
13957,0.93786
13992,0.93786
14138,0.93786
14686,0.93786
16150,0.93786
17034,0.93786
17384,0.93786
17400,0.93786
17629,0.93786
18142,0.93786
18428,0.93786
18546,0.93786
18600,0.93786
9,0.93785
61,0.93785
98,0.93785
245,0.93785
764,0.93785
941,0.93785
1175,0.93785
1287,0.93785
1357,0.93785
1533,0.93785
2171,0.93785
2202,0.93785
2384,0.93785
2504,0.93785
2557,0.93785
2689,0.93785
2697,0.93785
2700,0.93785
2755,0.93785
2831,0.93785
2860,0.93785
3386,0.93785
3534,0.93785
3548,0.93785
3833,0.93785
3998,0.93785
4091,0.93785
4172,0.93785
4461,0.93785
4521,0.93785
4938,0.93785
4946,0.93785
5056,0.93785
5063,0.93785
5145,0.93785
5241,0.93785
5352,0.93785
5396,0.93785
5572,0.93785
5601,0.93785
5676,0.93785
5707,0.93785
6236,0.93785
6303,0.93785
6394,0.93785
6648,0.93785
6655,0.93785
6703,0.93785
6725,0.93785
7211,0.93785
7489,0.93785
7491,0.93785
7506,0.93785
7710,0.93785
7744,0.93785
7776,0.93785
7946,0.93785
7986,0.93785
8178,0.93785
8204,0.93785
8238,0.93785
8368,0.93785
9031,0.93785
9056,0.93785
9081,0.93785
9082,0.93785
9257,0.93785
9332,0.93785
9513,0.93785
9652,0.93785
9787,0.93785
10024,0.93785
10112,0.93785
10303,0.93785
10405,0.93785
10462,0.93785
10502,0.93785
10539,0.93785
10638,0.93785
10643,0.93785
10669,0.93785
10773,0.93785
10819,0.93785
11084,0.93785
11262,0.93785
11264,0.93785
11425,0.93785
11506,0.93785
11696,0.93785
11726,0.93785
11862,0.93785
11906,0.93785
12430,0.93785
12501,0.93785
12702,0.93785
12833,0.93785
13179,0.93785
13363,0.93785
13438,0.93785
14264,0.93785
17936,0.93785
18099,0.93785
18541,0.93785
18613,0.93785
16622,0.93754
366,0.93725
558,0.93725
648,0.93725
1544,0.93725
1667,0.93725
1728,0.93725
1759,0.93725
1921,0.93725
2413,0.93725
2929,0.93725
3041,0.93725
3059,0.93725
3366,0.93725
4033,0.93725
4392,0.93725
4423,0.93725
4424,0.93725
4769,0.93725
4832,0.93725
4887,0.93725
4941,0.93725
5047,0.93725
5477,0.93725
5934,0.93725
6050,0.93725
6251,0.93725
6569,0.93725
7134,0.93725
7724,0.93725
7830,0.93725
7840,0.93725
8011,0.93725
8097,0.93725
8291,0.93725
8432,0.93725
8517,0.93725
8821,0.93725
10245,0.93725
10747,0.93725
11015,0.93725
11056,0.93725
11383,0.93725
11511,0.93725
11549,0.93725
11705,0.93725
11760,0.93725
12133,0.93725
12155,0.93725
12530,0.93725
12596,0.93725
13105,0.93725
13348,0.93725
13723,0.93725
14540,0.93725
14560,0.93725
14612,0.93725
15008,0.93725
15540,0.93725
17388,0.93725
17858,0.93725
3786,0.93436
16251,0.93396
4,0.92481
8,0.92481
18,0.92481
34,0.92481
35,0.92481
41,0.92481
54,0.92481
74,0.92481
75,0.92481
84,0.92481
86,0.92481
120,0.92481
151,0.92481
153,0.92481
165,0.92481
183,0.92481
185,0.92481
239,0.92481
260,0.92481
262,0.92481
275,0.92481
285,0.92481
299,0.92481
303,0.92481
306,0.92481
314,0.92481
362,0.92481
364,0.92481
384,0.92481
396,0.92481
406,0.92481
433,0.92481
442,0.92481
445,0.92481
484,0.92481
496,0.92481
511,0.92481
521,0.92481
524,0.92481
530,0.92481
540,0.92481
573,0.92481
607,0.92481
625,0.92481
639,0.92481
652,0.92481
693,0.92481
703,0.92481
709,0.92481
768,0.92481
796,0.92481
816,0.92481
819,0.92481
862,0.92481
886,0.92481
925,0.92481
943,0.92481
948,0.92481
951,0.92481
963,0.92481
968,0.92481
971,0.92481
988,0.92481
993,0.92481
1011,0.92481
1016,0.92481
1031,0.92481
1064,0.92481
1066,0.92481
1067,0.92481
1071,0.92481
1073,0.92481
1088,0.92481
1108,0.92481
1140,0.92481
1141,0.92481
1156,0.92481
1172,0.92481
1182,0.92481
1215,0.92481
1266,0.92481
1276,0.92481
1347,0.92481
1350,0.92481
1411,0.92481
1427,0.92481
1432,0.92481
1452,0.92481
1500,0.92481
1517,0.92481
1564,0.92481
1581,0.92481
1601,0.92481
1604,0.92481
1660,0.92481
1679,0.92481
1687,0.92481
1689,0.92481
1693,0.92481
1699,0.92481
1778,0.92481
1781,0.92481
1783,0.92481
1784,0.92481
1791,0.92481
1869,0.92481
1892,0.92481
1978,0.92481
1984,0.92481
1990,0.92481
2063,0.92481
2065,0.92481
2066,0.92481
2069,0.92481
2080,0.92481
2098,0.92481
2135,0.92481
2148,0.92481
2149,0.92481
2153,0.92481
2160,0.92481
2199,0.92481
2207,0.92481
2212,0.92481
2228,0.92481
2229,0.92481
2235,0.92481
2316,0.92481
2318,0.92481
2322,0.92481
2324,0.92481
2331,0.92481
2478,0.92481
2514,0.92481
2523,0.92481
2567,0.92481
2615,0.92481
2618,0.92481
2647,0.92481
2656,0.92481
2707,0.92481
2764,0.92481
2805,0.92481
2823,0.92481
2882,0.92481
2891,0.92481
2893,0.92481
2894,0.92481
2895,0.92481
2901,0.92481
2911,0.92481
2917,0.92481
2921,0.92481
2977,0.92481
2978,0.92481
2982,0.92481
2988,0.92481
2996,0.92481
3025,0.92481
3040,0.92481
3215,0.92481
3272,0.92481
3305,0.92481
3309,0.92481
3392,0.92481
3393,0.92481
3394,0.92481
3396,0.92481
3402,0.92481
3403,0.92481
3404,0.92481
3412,0.92481
3440,0.92481
3491,0.92481
3497,0.92481
3503,0.92481
3536,0.92481
3602,0.92481
3618,0.92481
3648,0.92481
3684,0.92481
3723,0.92481
3782,0.92481
3790,0.92481
3849,0.92481
3872,0.92481
3999,0.92481
4044,0.92481
4053,0.92481
4060,0.92481
4061,0.92481
4151,0.92481
4194,0.92481
4201,0.92481
4203,0.92481
4225,0.92481
4256,0.92481
4301,0.92481
4318,0.92481
4327,0.92481
4330,0.92481
4405,0.92481
4471,0.92481
4474,0.92481
4476,0.92481
4608,0.92481
4651,0.92481
4790,0.92481
4816,0.92481
4825,0.92481
4826,0.92481
4830,0.92481
4854,0.92481
4894,0.92481
4927,0.92481
5029,0.92481
5036,0.92481
5060,0.92481
5151,0.92481
5157,0.92481
5191,0.92481
5231,0.92481
5284,0.92481
5304,0.92481
5309,0.92481
5312,0.92481
5370,0.92481
5376,0.92481
5401,0.92481
5415,0.92481
5428,0.92481
5525,0.92481
5609,0.92481
5668,0.92481
5675,0.92481
5679,0.92481
5709,0.92481
5721,0.92481
5759,0.92481
5768,0.92481
5826,0.92481
5836,0.92481
5878,0.92481
5883,0.92481
5885,0.92481
5966,0.92481
5989,0.92481
5990,0.92481
5996,0.92481
6003,0.92481
6052,0.92481
6187,0.92481
6197,0.92481
6277,0.92481
6355,0.92481
6484,0.92481
6487,0.92481
6496,0.92481
6533,0.92481
6536,0.92481
6567,0.92481
6613,0.92481
6619,0.92481
6626,0.92481
6692,0.92481
6694,0.92481
6724,0.92481
6746,0.92481
6753,0.92481
6785,0.92481
6794,0.92481
6804,0.92481
6805,0.92481
6816,0.92481
6854,0.92481
6871,0.92481
6958,0.92481
6967,0.92481
6977,0.92481
6994,0.92481
7032,0.92481
7118,0.92481
7225,0.92481
7250,0.92481
7280,0.92481
7286,0.92481
7289,0.92481
7379,0.92481
