id,order
20154309074309-745,297
20155710105729-11,298
20154810114854-474,299
20153611023638-561,300
20151011101030-397,301
20150611050645-707,302
20152305082333-92,303
20154812014811-841,304
20150612020631-291,305
20154512074503-405,306
20155712045748-303,307
20151212071202-912,308
20152513022510-403,309
20151905101914-783,310
20153714093722-194,311
20151315061347-338,312
20152815022801-210,313
20151315081335-664,314
20155116085112-182,315
20154616084607-581,316
20154816094838-605,317
20151117051152-432,318
20150218030208-54,319
20150519040546-259,320
20154519054521-330,321
20151319061345-195,322
20155720065710-37,323
20152920082926-172,324
20154920084921-344,325
20150420010441-514,326
20154320034327-688,327
20152006012006-635,328
20155321065324-15,329
20152021082039-914,330
20151421111433-40,331
20155806025837-218,332
20154921074936-665,333
20152822012830-543,334
20155722085707-853,335
20155422015415-459,336
20151006071004-39,337
20154724034712-183,338
20151107111143-376,339
20150907050946-464,340
20153924063922-140,341
20155124065101-676,342
20153925013909-748,343
20151426021409-949,344
20153026093051-464,345
20153027073012-907,346
20152527032555-353,347
20154727054709-221,348
20152427102449-480,349
20154227104201-42,350
20153128033159-337,351
20151028041049-767,352
20155028125003-149,353
20152929122937-811,354
20154829034834-681,355
20151007071043-113,356
20152230112213-138,357
20153901033919-894,358
20151601021656-196,359
20154101024112-589,360
20150702060711-874,361
20155202115233-71,362
20153202033230-703,363
20152007102054-496,364
20152403092450-889,365
20152903102950-329,366
20154004104042-172,367
20151704051706-78,368
20154308094328-663,369
20152505042539-392,370
20150205050206-416,371
20153405033417-209,372
20151706071728-676,373
20154806094825-96,374
20154106064107-561,375
20153406103439-495,376
20154307054354-49,377
20151607061603-978,378
20152309062306-178,379
20153809093817-665,380
20155409125458-907,381
20154709114737-270,382
20155110085142-429,383
20153911023955-263,384
20155511105551-991,385
20152911022907-773,386
20150711080709-92,387
20152008052017-725,388
20155012015023-139,389
20155903115957-556,390
20155313065353-837,391
20152713122724-631,392
20155013125054-239,393
20154513054503-598,394
20153813083845-656,395
20154513104537-799,396
20155413105458-607,397
20153014083053-943,398
20153015053022-392,399
20154315114305-241,400
20155616035659-555,401
20153516083538-63,402
20155516095548-928,403
20151609061625-849,404
20151810071816-403,405
20152118042132-912,406
20155519015513-86,407
20155719045735-713,408
20150519110532-708,409
20152819122822-975,410
20152319102346-104,411
20155920025926-706,412
20154120044149-948,413
20153520033501-999,414
20153720033720-23,415
20155020065025-936,416
20151821121857-283,417
20152021102039-123,418
20152821022856-627,419
20152821082849-866,420
20153222063230-923,421
20153922123906-664,422
20154623054649-582,423
20155723115720-27,424
20155210105207-288,425
20155024055025-91,426
20152924122955-171,427
20150324030322-373,428
20154925054923-603,429
20151025091049-824,430
20150626110618-930,431
20150110050107-785,432
20150611030606-430,433
20154328124300-548,434
20150728030708-510,435
20151328031325-476,436
20153528043531-628,437
20153729013759-535,438
20152029032000-947,439
20153729073721-666,440
20151129041113-818,441
20153329043335-963,442
20154129054147-511,443
20152829102821-746,444
20153229103216-250,445
20151730011702-213,446
20151030051034-928,447
20154130024133-170,448
20150730040715-317,449
20151704021745-210,450
20150512040536-561,451
20154831034844-112,452
20151731051723-409,453
20154031094054-93,454
20154131094115-269,455
20155701015739-324,456
20152601032602-114,457
20154601034606-344,458
20151212061227-505,459
20151102071157-979,460
20152302112341-300,461
20152202012218-44,462
20154602094652-726,463
20155103125116-871,464
20152603052648-115,465
20151704031734-414,466
20153904043916-955,467
20150004050003-330,468
20152604112641-515,469
20155904115940-534,470
20155404025418-130,471
20152304082301-656,472
20153505053547-348,473
20155405065448-222,474
20155605045637-578,475
20151206081251-376,476
20154807024826-797,477
20155607035630-424,478
20152207092241-349,479
20151807021839-992,480
20150107060117-495,481
20151107061145-484,482
20153507073559-964,483
20154108024107-766,484
20152308052309-408,485
20150910020923-287,486
20154910084959-834,487
20152511062558-155,488
20152711062749-315,489
20153211093220-6,490
20153211013245-391,491
20154311024320-794,492
20152511072526-706,493
20154812064852-553,494
20154112104108-585,495
20151414061446-0,496
20155115125132-525,497
20154615074658-497,498
20150415080451-47,499
20150715080748-563,500
20154615124625-660,501
20154116084111-994,502
20154416084444-481,503
20150716030727-619,504
20152316042323-34,505
20150916100951-525,506
20151217091221-584,507
20154217104228-922,508
20154517024552-85,509
20155217025222-831,510
20153817093809-163,511
20155918075913-278,512
20153118013109-314,513
20150318040333-385,514
20151618061607-618,515
20150419120451-709,516
20153119053102-989,517
20151519071503-464,518
20155719075725-561,519
20151612061633-319,520
20154420024426-231,521
20155921115952-941,522
20155621075628-914,523
20155312075311-671,524
20154622044637-88,525
20154522114526-226,526
20150223010227-152,527
20150923080932-171,528
20155323125350-4,529
20155623035627-344,530
20151823091825-767,531
20155123105120-139,532
20151224021228-978,533
20152924062907-668,534
20153624083613-62,535
20152824112838-319,536
20154824124815-113,537
20152524012500-138,538
20151313121350-300,539
20154925014938-190,540
20151613071616-304,541
20150514100502-324,542
20155526105543-712,543
20155427055445-502,544
20155327065352-143,545
20154128124157-121,546
20151428061449-768,547
20155728085725-973,548
20152228052246-362,549
20150428070409-96,550
20154528084544-130,551
20150329100312-987,552
20152031012019-297,553
20155031095040-402,554
20151031081056-17,555
20151831091817-112,556
20155401015403-770,557
20155201055205-698,558
20155001085025-541,559
20154602034627-65,560
20152403022431-861,561
20153103063147-856,562
20153703103702-660,563
20150503010544-585,564
20155503015536-796,565
20155203105250-184,566
20155114115112-703,567
20155504085556-912,568
20151915101951-61,569
20155605075643-362,570
20151105061149-645,571
20155906015944-94,572
20150306070307-320,573
20152907102923-548,574
20152108032121-509,575
20150903020928-497,576
20151708081720-837,577
20152717092705-306,578
20154209124209-547,579
20154209074201-961,580
20155110115129-645,581
20150010030024-367,582
20155910035900-609,583
20150411030436-801,584
20153211083236-663,585
20150511090509-927,586
20153011093009-530,587
20154911014954-377,588
20150011060014-975,589
20150111090154-956,590
20155412025422-657,591
20152112062125-25,592
20154518114515-804,593
20150212020201-712,594
20154513044511-420,595
20154313034330-946,596
20152713052748-632,597
20155513085532-599,598
20154514094559-46,599
20155014075000-250,600
20151214111219-521,601
20150915020918-621,602
20150216020249-396,603
20154416094412-197,604
20154617054647-477,605
20150817060829-199,606
20155818125809-674,607
20153817043840-987,608
20153917083902-936,609
20150918040947-803,610
20151218031248-730,611
20151318041322-791,612
20152219122227-40,613
20153019093018-945,614
20155020025005-823,615
20154818104840-722,616
20155219105223-621,617
20150520020537-289,618
20155620075624-978,619
20154619124648-54,620
20153021053027-65,621
20153919013932-905,622
20151021011007-107,623
20152021022018-760,624
20153422043437-184,625
20153322073314-672,626
20155522075554-168,627
20151023061021-360,628
20151323051332-261,629
20150723110714-736,630
20153323113303-711,631
20152220062208-128,632
20155924055932-773,633
20153624033652-668,634
20154924064936-334,635
20155225015258-557,636
20150026120014-798,637
20154927014933-817,638
20153427033416-341,639
20150228050229-132,640
20154528074529-625,641
20151420081404-970,642
20155205125210-970,643
20151629121653-371,644
20151921041950-16,645
20152301032352-299,646
20153421083449-867,647
20150602100642-559,648
20152604122658-312,649
20154104014129-521,650
20155704105729-133,651
20153804083807-583,652
20151505021549-441,653
20154405074410-187,654
20154605094651-914,655
20151405081402-223,656
20151106111153-260,657
20155810045819-287,658
20152611042608-753,659
20153211063237-151,660
20150412070432-974,661
20152812072846-276,662
20153212113214-388,663
20154313014319-355,664
20150813020857-177,665
20150614060634-481,666
20151214041201-843,667
20152215052253-670,668
20153115103115-978,669
20151916041922-337,670
20150317070356-563,671
20151418011429-5,672
20155019125004-709,673
20150219010247-476,674
20155019095008-356,675
20155719055718-468,676
20150320030336-192,677
20154021054041-801,678
20153521103524-176,679
20151022051010-355,680
20152623082622-737,681
20155123105159-430,682
20150923050917-917,683
20154324034351-995,684
20152124092157-104,685
20154524114524-784,686
20150425010441-992,687
20153823023800-335,688
20151126021152-691,689
20154427094445-652,690
20151428041421-928,691
20152128082122-345,692
20154628094624-3,693
20155529105513-700,694
20150225050254-301,695
20150630090638-875,696
20152401052435-718,697
20153002063039-806,698
20153605023618-257,699
20153106083142-347,700
20153306093301-157,701
20153707023738-67,702
20153325033359-705,703
20151510111553-177,704
20151611071602-941,705
20153112083118-196,706
20151514111543-543,707
20153017033046-665,708
20154219094236-720,709
20154119104142-683,710
20150122030139-293,711
20153922113912-625,712
20153225113256-556,713
20152227082212-733,714
20152202102216-351,715
20152403122411-987,716
20153606073654-459,717
20154209034251-421,718
20151110111130-676,719
20152612092616-433,720
20151717121711-600,721
20153617043652-935,722
20152718122750-655,723
20153829113840-796,724
20154330094335-317,725
20152230102236-33,726
20160601110635-41,727
20165401115421-882,728
20161506031506-978,729
20161606101614-15,730
20152625072614-162,731
20163810113835-481,732
20163910083941-608,733
20163114033130-293,734
20165817105838-662,735
20155926105935-616,736
20160926030956-316,737
20164629044619-406,738
20161231021249-252,739
20161131041111-544,740
20150126120104-294,741
20163502073555-259,742
20162604032647-551,743
20162704042708-993,744
20164906034908-567,745
20165506085528-247,746
20162306112318-549,747
20161806101830-653,748
20163308033359-934,749
20160508110520-327,750
20165108125131-761,751
20162509022556-454,752
20160110100107-925,753
20162415062414-539,754
20163715033722-346,755
20151026021048-97,756
20163819043831-22,757
20162320032331-10,758
20161720031726-661,759
20163721023754-236,760
20162422092448-595,761
20164324034317-931,762
20162524052535-140,763
20162225092246-877,764
20160926060956-131,765
20163926023906-619,766
20165826085838-924,767
20162428122454-147,768
20160228070246-880,769
20160201030212-464,770
20165001075012-996,771
20164103024124-839,772
20164705054717-636,773
20164507054522-777,774
20165807065833-85,775
20164608014654-758,776
20162410082431-935,777
20162610092634-177,778
20164911034916-947,779
20165011035036-191,780
20164013054004-312,781
20164614024615-51,782
20161516121504-96,783
20165616105630-634,784
20164617084612-764,785
20161318071354-82,786
20164019114057-442,787
20151826021834-846,788
20164220084220-409,789
20151705031703-749,790
20153705013742-751,791
20164524044525-73,792
20164125074111-209,793
20164125084149-707,794
20164426074452-19,795
20162827082805-548,796
20162228122208-231,797
20161029061031-458,798
20163830053806-629,799
20164930014958-25,800
20165930065938-555,801
20163030073046-270,802
20163331013313-627,803
20160431020436-103,804
20164131044141-678,805
20161901061930-889,806
20155327065304-831,807
20162802012811-959,808
20155027105035-106,809
20164804014852-685,810
20165404035404-756,811
20165104105153-1,812
20165605075654-743,813
20162106022126-815,814
20160406050411-562,815
20160907100955-385,816
20164808064812-393,817
20160708120701-333,818
20165208105233-947,819
20151128011138-111,820
20161610071656-314,821
20163510103505-882,822
20163310013359-980,823
20161310041302-507,824
20163910083912-261,825
20161511121510-454,826
20161511051510-450,827
20150128050153-539,828
20165011015019-791,829
20154928114901-274,830
20165512035554-359,831
20164412094418-832,832
20163912103938-894,833
20160713020730-122,834
20165813055854-251,835
20163613063630-34,836
20160713120740-227,837
20164213034255-984,838
20161214111214-743,839
20161714111727-676,840
20161716091705-541,841
20162816112820-320,842
20161017071011-355,843
20161618091609-85,844
20160418020452-804,845
20164418114458-202,846
20160419120429-18,847
20165920015947-724,848
20160920080948-51,849
20161020111020-427,850
20153029073056-561,851
20160521010500-745,852
20163122113159-86,853
20163223093209-832,854
20161124061148-112,855
20162724102730-32,856
20162324012317-566,857
20164224024223-506,858
20154829114852-778,859
20162925112939-487,860
20160126040115-373,861
20162127062141-297,862
20161928011922-804,863
20160228050238-672,864
20160929100908-953,865
20164030124046-622,866
20160530030515-978,867
20160730090754-811,868
20162402012407-652,869
20152430092422-260,870
20165702085733-156,871
20160702110708-713,872
20160303100343-663,873
20162403072435-731,874
20163903113941-395,875
20161104071109-499,876
20164604054654-412,877
20161205121247-772,878
20161305041316-220,879
20160805060844-909,880
20165706045734-693,881
20162507122541-536,882
20152430092456-841,883
20161809121841-250,884
20160709090715-818,885
20161609111603-182,886
20160410100449-506,887
20160510080552-765,888
20163511043549-538,889
20160512050520-463,890
20162513052553-297,891
20153031033036-351,892
20164013074059-659,893
20154631084627-225,894
20165614105601-86,895
20163514013507-488,896
20162914032934-345,897
20162715112753-357,898
20163915033927-445,899
20164516044503-843,900
20164816064814-311,901
20162517012515-850,902
20162918062941-538,903
20160918100924-159,904
20163219123231-638,905
20150431110424-91,906
20162820012839-318,907
20164120014145-4,908
20163420063413-993,909
20163621123624-887,910
20164621014630-66,911
20153702103731-275,912
20160521090532-416,913
20162521092559-246,914
20160922060943-401,915
20162622062653-1,916
20164522074536-499,917
20165722095731-382,918
20161522051543-49,919
20164623024607-693,920
20162923042912-180,921
20163023093026-469,922
20165323095322-846,923
20164623024643-934,924
20163424013405-955,925
20164124014148-229,926
20165124085133-783,927
20163325013324-888,928
20160725080720-717,929
20160425020435-506,930
20163925053934-973,931
20162525092510-243,932
20165426025419-619,933
20151803011833-787,934
20163926043933-10,935
20163926073934-815,936
20164626034639-566,937
20163227123241-627,938
20162727062722-109,939
20165928085923-695,940
20155103025126-91,941
20163929123945-317,942
20165429055408-624,943
20163429103456-193,944
20164430054426-761,945
20165330015306-892,946
20151602071627-36,947
20160631110649-856,948
20162831072830-636,949
20164331104330-759,950
20154305074337-913,951
20151413021450-129,952
20155308035318-433,953
20152425042429-767,954
20155307035343-528,955
20151102061112-279,956
20150906070942-786,957
20150105040143-572,958
20154103044135-158,959
20155326075304-176,960
20151503031528-614,961
20153029113037-384,962
20152127092127-236,963
20153122063114-577,964
20154329024334-251,965
20152402052446-631,966
20153325103339-383,967
20150414120431-742,968
20155010035027-845,969
20163221103247-662,970
20151130091113-828,971
20155306105321-278,972
20152602072655-429,973
20152213082239-249,974
20153017063038-619,975
20153329073354-799,976
20154513054532-940,977
20154502014508-491,978
20150913060942-503,979
20151017091042-992,980
20152813082850-252,981
20150801120859-136,982
20150430120449-822,983
20155229095223-993,984
20150410110411-548,985
20153028103038-731,986
20153709073753-995,987
20155611055605-588,988
20155216055209-787,989
20150420100416-232,990
20153721073751-968,991
20150417070431-372,992
20150714090715-693,993
20151824121833-994,994
20153906013936-263,995
20155016105014-878,996
20150211080249-753,997
20153223063219-462,998
20151712061733-488,999
20153601103622-897,1000
20152028022013-691,1001
20155519055512-566,1002
20155230025233-218,1003
20153612053612-84,1004
20151426081431-759,1005
20150127050102-625,1006
20153103093117-808,1007
20155518015540-221,1008
20164921074936-777,1009
20154411104410-894,1010
20155911075938-899,1011
20150029090022-198,1012
20160009110016-790,1013
20163515083507-414,1014
20153829113849-125,1015
20150009100056-432,1016
20153506053528-21,1017
20152706022725-184,1018
20151725011750-852,1019
20150323120317-848,1020
20155028125025-781,1021
20155228015222-976,1022
20153312033332-791,1023
20153206123228-826,1024
20153125113136-741,1025
20153601023624-894,1026
20150021080000-521,1027
20154222064254-555,1028
20154008014020-3,1029
20154023044021-772,1030
20154806014828-598,1031
20151820091811-842,1032
20155409015439-148,1033
20154312114332-412,1034
20154025124046-991,1035
20154918074936-49,1036
20152603122624-578,1037
20162005042011-606,1038
20155029105005-418,1039
20153417023410-606,1040
20161121041140-915,1041
20150527040505-790,1042
20155316015308-618,1043
20155518015504-310,1044
20155207075209-878,1045
20154421024443-839,1046
20163712123721-105,1047
20153504093525-994,1048
20152005072043-432,1049
20155608035650-260,1050
20150525010509-991,1051
20155126055159-410,1052
20154920064901-960,1053
20151517021543-275,1054
20154224064222-83,1055
20153116033138-501,1056
20150120080147-213,1057
20151831031858-297,1058
20155418025400-514,1059
20152019042030-375,1060
20152822042853-889,1061
20151001091019-787,1062
20151905031941-21,1063
20152808102834-790,1064
20155617095644-506,1065
20153501043545-917,1066
20151823111804-965,1067
20150220100257-488,1068
20153322113310-90,1069
20154002124037-486,1070
20152712062746-485,1071
20152928072953-126,1072
20150516100504-950,1073
20150016090024-567,1074
20152824082822-470,1075
20151012061013-969,1076
20152619062652-455,1077
20153910103911-48,1078
20164228094248-123,1079
20150016010043-705,1080
20161127011115-81,1081
20150215040246-830,1082
20151906111912-427,1083
20154530084521-286,1084
20150226050215-572,1085
20153723053749-114,1086
20151623041622-269,1087
20150105040107-528,1088
20151303111344-23,1089
20150201060238-845,1090
20154318074327-65,1091
20150605070642-510,1092
20155805015836-890,1093
20152709072702-390,1094
20155305035315-90,1095
20154217024216-818,1096
20151231031233-897,1097
20153921023939-728,1098
20153726023718-952,1099
20152810052855-807,1100
20150918060923-118,1101
20153013113037-790,1102
20152018072024-196,1103
20152305052333-803,1104
20164926124930-922,1105
20150810090808-3,1106
20153403083413-579,1107
20151426021410-715,1108
20153706123753-969,1109
20155511105504-943,1110
20151307091345-782,1111
20154415064448-712,1112
20152502062553-799,1113
20153311043347-906,1114
20154106044147-121,1115
20154207094201-679,1116
20150830030802-631,1117
20152012092025-317,1118
20153224103233-219,1119
20151503121511-512,1120
20152012102038-771,1121
20153322073318-918,1122
20155919075945-294,1123
20153903053902-75,1124
20153607073659-642,1125
20155107075116-898,1126
20153331073348-908,1127
20151202061226-132,1128
20152103042134-429,1129
20153020053014-949,1130
20150425010456-10,1131
20152913122916-642,1132
20154825044833-35,1133
20154408074420-516,1134
20153316073319-342,1135
20150326050302-149,1136
20154617064600-936,1137
20153914123913-490,1138
20154726064756-747,1139
20162204092243-393,1140
20154516014531-348,1141
20152008042053-423,1142
20155305015326-67,1143
20155418015419-112,1144
20150508050523-569,1145
20152731112735-564,1146
20151309121323-469,1147
20152305092355-533,1148
20152206102254-44,1149
20153226123245-963,1150
20151006031050-832,1151
20154214064217-704,1152
20152001072036-614,1153
20150001050042-811,1154
20154709044702-412,1155
20151215021211-822,1156
20153004023033-371,1157
20151424021410-748,1158
20165319125305-907,1159
20154130124118-316,1160
20151620101652-108,1161
20152023022026-39,1162
20154606094659-402,1163
20155021055038-706,1164
20150517090518-811,1165
20155607015659-126,1166
20151201031215-712,1167
20154217064249-838,1168
20150806060853-66,1169
20152604082614-455,1170
20150408060446-398,1171
20155320095322-283,1172
20151720091715-321,1173
20153320103334-960,1174
20155819095836-791,1175
20154823084801-865,1176
20150728120701-799,1177
20155630035656-673,1178
20153011103040-710,1179
20155529065532-457,1180
20153030093015-237,1181
20154427014452-663,1182
20165819055844-330,1183
20155330125313-561,1184
20154712094742-734,1185
20154730114729-687,1186
20161601021635-537,1187
20150120010150-561,1188
20155203045228-554,1189
20152323012334-36,1190
20154920064940-777,1191
20153409093445-142,1192
20154908014929-726,1193
20154015084059-867,1194
20151111031143-227,1195
20150712070719-741,1196
20152016122046-228,1197
20154908104941-573,1198
20155318095346-528,1199
20153801123847-62,1200
20152531102541-22,1201
20153030113019-64,1202
20152219112242-277,1203
20161507081502-674,1204
20155301085312-76,1205
20155220055213-805,1206
20153908063905-670,1207
20151430011409-669,1208
20153213013210-111,1209
20164128104138-234,1210
20153721043705-857,1211
20155725095739-361,1212
20155213095235-98,1213
20150419040419-734,1214
20152524032503-334,1215
20155318045300-137,1216
20150312030323-538,1217
20150701080732-301,1218
20155827045831-194,1219
20155926125912-498,1220
20163014013040-441,1221
20152313032302-271,1222
20153103053151-915,1223
20150110050133-481,1224
20152825102838-372,1225
20151011091000-183,1226
20152403072422-587,1227
20151510061538-984,1228
20150124090120-626,1229
20153523073528-837,1230
20153924063948-428,1231
20150622050634-617,1232
20150722040736-505,1233
20155701025756-944,1234
20154910014900-520,1235
20150004030017-259,1236
20151526051501-87,1237
20155019025025-685,1238
20152001012059-836,1239
20165429105417-811,1240
20154025094008-773,1241
20155431095434-843,1242
20152112122156-641,1243
20150006010020-419,1244
20151021011047-387,1245
20160219110233-416,1246
20150218080215-880,1247
20153211073233-705,1248
20152802112850-57,1249
20151523061521-500,1250
20164124024135-223,1251
20154917014946-993,1252
20152528012542-188,1253
20150010080005-370,1254
20155404065421-768,1255
20155307045325-414,1256
20152114012137-37,1257
20155816065857-340,1258
20153520033505-60,1259
20153915043953-171,1260
20150123070109-172,1261
20152014052009-210,1262
20155429055432-113,1263
20154708074757-401,1264
20154525014533-946,1265
20150017100000-961,1266
20152905062952-3,1267
20153206033243-388,1268
20153317113300-397,1269
20154018024000-428,1270
20152917022939-684,1271
20150620030643-457,1272
20151817011850-621,1273
20163301093354-99,1274
20153624043623-472,1275
20153222073210-586,1276
20154811104853-331,1277
20155029015020-507,1278
20153512093552-508,1279
20151404031404-378,1280
20151219081235-39,1281
20152822122853-937,1282
20155616025653-750,1283
20154116074134-300,1284
20162925012937-610,1285
20155314095341-355,1286
20151012111048-832,1287
20152304102334-555,1288
20153311123312-935,1289
20151815041843-802,1290
20150825050807-78,1291
20151003111052-171,1292
20150229070254-204,1293
20155726085710-998,1294
20155603015631-143,1295
20150029030057-969,1296
20153004123036-930,1297
20150413080423-537,1298
20152314082352-547,1299
20152421062416-977,1300
20154121124110-292,1301
20155810095859-88,1302
20152307122306-159,1303
20152518012558-924,1304
20152919092946-526,1305
20154513024507-271,1306
20154920044949-964,1307
20153604033631-714,1308
20153229023215-186,1309
20155726105752-335,1310
20154604024617-109,1311
20155523115538-147,1312
20150220070258-78,1313
20153608033630-572,1314
20152009012039-59,1315
20150918020909-684,1316
20152210112240-564,1317
20150302010312-760,1318
20152429062400-884,1319
20154901054932-304,1320
20153122123156-333,1321
20150719050740-812,1322
20154320064328-347,1323
20151312101325-662,1324
20155621045635-67,1325
20150114010135-879,1326
20155717125750-508,1327
20153829013822-10,1328
20155726015743-944,1329
20153122113109-139,1330
20151604081612-669,1331
20152824012815-413,1332
20153402063455-599,1333
20155028105016-754,1334
20154926124914-356,1335
20155803045848-101,1336
20151116071131-16,1337
20160728090757-429,1338
20160529040522-408,1339
20155311065304-252,1340
20150501090516-171,1341
20152116052127-688,1342
20155321105314-535,1343
20150114030106-231,1344
20155222075242-97,1345
20150223080236-476,1346
20155310075332-779,1347
20153108073115-87,1348
20150408040443-205,1349
20153617013645-103,1350
20153128113151-636,1351
20153217103251-836,1352
20150911050916-197,1353
20151420041437-875,1354
20153508033513-874,1355
20153907063955-529,1356
20153716033726-119,1357
20153224043244-563,1358
20152818092849-712,1359
20151023091027-655,1360
20154807104818-336,1361
